RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,PROPERTY AGE,SALE PRICE_BOROUGH,SALE PRICE_NEIGHBORHOOD,SALE PRICE_TAX,SALE PRICE_BUILDING_CLASS
1.0,0.0,1.0,6000,638,2.0,5063551.579976352,1990931.7424527043,14936873.340818262,9199411.590265727
1.0,0.0,1.0,500,1354,15.0,836270.3489777793,129088.51888539351,1017245.6915716137,4690409.247198905
3.0,0.0,3.0,2000,2400,97.0,5063551.579976352,1216756.2872842911,1017245.6915716137,1924544.175486551
2.0,0.0,2.0,3000,1800,89.0,5063551.579976352,3230797.413111653,1017245.6915716137,1502799.8878059827
2.0,0.0,2.0,1750,2394,101.0,4802954.856186422,3443878.576130942,1017245.6915716137,3485652.1876102965
3.0,0.0,3.0,4000,2789,101.0,5063551.579976352,3659345.976052435,1017245.6915716137,1924544.175486551
2.0,0.0,2.0,1800,1152,89.0,5063551.579976352,3073845.966364747,1017245.6915716137,9880790.642804565
2.0,0.0,2.0,1800,1890,116.0,5063551.579976352,1561378.5384206239,1017245.6915716137,8378411.299899098
2.0,1.0,3.0,2400,1400,105.0,4802954.856186422,2905274.889411583,1017245.6915716137,2677306.5026981877
3.0,0.0,3.0,11800,2996,51.0,5063551.579976352,449760.0537765768,1017245.6915716137,1924544.175486551
2.0,0.0,2.0,2725,1512,116.0,4802954.856186422,7345284.675582843,1017245.6915716137,6669013.842240822
1.0,0.0,1.0,22000,973,59.0,4802954.856186422,5978378.233137703,14936873.340818262,8960340.83311872
7.0,1.0,8.0,2500,6876,87.0,5063551.579976352,1658356.4436470466,14936873.340818262,8280849.799597023
1.0,0.0,1.0,2500,1224,57.0,4802954.856186422,3658924.870576323,1017245.6915716137,3748205.2976491596
3.0,0.0,3.0,1500,2400,116.0,5063551.579976352,1118861.5774170554,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,2625,1440,60.0,5063551.579976352,8465665.880754348,1017245.6915716137,1053352.3425155885
1.0,0.0,1.0,1573,1782,120.0,5063551.579976352,1118861.5774170554,1017245.6915716137,4706271.377821998
2.0,0.0,2.0,8100,2576,44.0,836270.3489777793,2011235.010806964,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,2320,2100,53.0,3861703.9736522343,1593768.1236242838,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,1230,953,30.0,836270.3489777793,426530.4478993629,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2050,1638,2.0,5063551.579976352,3295268.524394729,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2000,1200,2.0,836270.3489777793,631575.6741298423,1017245.6915716137,5770737.687805806
1.0,0.0,1.0,4000,1260,74.0,4802954.856186422,224477.4231203304,1017245.6915716137,10272188.624471162
1.0,0.0,1.0,6000,1184,96.0,836270.3489777793,226266.49387043092,1017245.6915716137,1437757.6132409582
0.0,1.0,1.0,1696,1696,117.0,3861703.9736522343,473525.75493028335,32271016.052699663,8960340.83311872
1.0,0.0,1.0,1175,2300,22.0,836270.3489777793,13341703.64319187,1017245.6915716137,5605166.105268096
2.0,0.0,2.0,2500,1908,100.0,4802954.856186422,2076252.8151531098,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2760,1440,78.0,4802954.856186422,1537503.9423623378,1017245.6915716137,3748205.2976491596
2.0,0.0,2.0,2000,3000,109.0,5063551.579976352,2781265.286579693,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2474,2112,70.0,3861703.9736522343,597153.3942525067,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,4116,1476,93.0,3861703.9736522343,952195.0945023171,1017245.6915716137,7698658.817626981
1.0,0.0,1.0,2500,1120,95.0,5063551.579976352,1299348.265118323,1017245.6915716137,5770737.687805806
2.0,0.0,2.0,2375,1640,113.0,3861703.9736522343,4044821.1477292916,1017245.6915716137,8378411.299899098
2.0,0.0,2.0,2505,3625,109.0,3861703.9736522343,3350791.0755468938,1017245.6915716137,9880790.642804565
1.0,0.0,1.0,4746,638,88.0,4802954.856186422,338836.3118425646,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,1955,1585,30.0,836270.3489777793,229046.85581260614,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2042,1440,97.0,5063551.579976352,585974.0009088849,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,3200,2112,81.0,4802954.856186422,1919071.1449146804,1017245.6915716137,1371018.959418222
2.0,0.0,2.0,3000,1560,98.0,4802954.856186422,276003.28862739983,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,6000,1632,42.0,836270.3489777793,229046.85581260614,1017245.6915716137,9385416.083075248
2.0,1.0,3.0,978,2016,87.0,5063551.579976352,8797102.931721237,1017245.6915716137,2413798.4530402673
2.0,0.0,2.0,2200,2352,108.0,5063551.579976352,1299348.265118323,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,2750,1004,94.0,836270.3489777793,221385.81475382613,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1980,1080,74.0,4802954.856186422,3792714.9696544283,1017245.6915716137,7146171.931056228
2.0,0.0,2.0,2185,2160,88.0,3861703.9736522343,1893200.2006191276,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,2000,1200,64.0,4802954.856186422,276003.28862739983,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2466,2380,40.0,836270.3489777793,857268.291222945,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2000,1300,30.0,836270.3489777793,631575.6741298423,1017245.6915716137,7197867.78196626
4.0,0.0,4.0,2650,3520,87.0,5063551.579976352,585974.0009088849,14936873.340818262,6669013.842240822
1.0,0.0,1.0,2117,1216,94.0,5063551.579976352,2048681.4632169483,1017245.6915716137,7197867.78196626
2.0,0.0,2.0,2000,2400,108.0,4802954.856186422,672928.7891992137,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,640,980,31.0,836270.3489777793,164941.98785813747,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2000,1714,8.0,35225126.574949324,13771873.996994054,14936873.340818262,9385416.083075248
1.0,0.0,1.0,6000,2220,56.0,4802954.856186422,467104.82004555635,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,5208,3190,45.0,836270.3489777793,399503.89884084417,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,3150,4401,117.0,3861703.9736522343,2864946.606665272,1017245.6915716137,4690409.247198905
4.0,0.0,4.0,2500,2400,88.0,5063551.579976352,1441377.9955674428,14936873.340818262,5605166.105268096
0.0,1.0,1.0,2500,2500,85.0,5063551.579976352,7195556.589289448,32271016.052699663,15489567.354999226
2.0,0.0,2.0,5000,1368,87.0,4802954.856186422,622297.6188312045,1017245.6915716137,5374235.587531413
3.0,0.0,3.0,1688,3390,114.0,5063551.579976352,556371.9275594271,1017245.6915716137,8960340.83311872
3.0,0.0,3.0,2003,3048,91.0,5063551.579976352,2635611.964109703,1017245.6915716137,1924544.175486551
2.0,0.0,2.0,1710,1728,80.0,3861703.9736522343,3435036.856810598,1017245.6915716137,4156933.960234159
1.0,0.0,1.0,3157,1440,44.0,836270.3489777793,229046.85581260614,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2746,2820,17.0,3861703.9736522343,2586542.975325,1017245.6915716137,7698658.817626981
2.0,0.0,2.0,3000,1980,12.0,4802954.856186422,1805267.7243366921,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,3680,2250,57.0,4802954.856186422,183492.55276830532,1017245.6915716137,4690409.247198905
2.0,0.0,2.0,2500,1276,86.0,836270.3489777793,150695.12217931403,1017245.6915716137,467341.77133877523
1.0,0.0,1.0,1768,1585,31.0,836270.3489777793,229046.85581260614,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,3800,912,57.0,836270.3489777793,399503.89884084417,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,3900,3110,48.0,836270.3489777793,857268.291222945,1017245.6915716137,9199411.590265727
3.0,1.0,4.0,3426,6105,89.0,4802954.856186422,2076252.8151531098,14936873.340818262,5770737.687805806
2.0,0.0,2.0,2338,3150,53.0,3861703.9736522343,7346628.229544093,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2500,1292,92.0,5063551.579976352,449760.0537765768,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,2411,1154,93.0,4802954.856186422,148132.73618357597,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,1780,1482,98.0,836270.3489777793,247185.63756474943,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,1800,1224,80.0,4802954.856186422,338836.3118425646,1017245.6915716137,7510504.63718403
1.0,0.0,1.0,4800,2163,100.0,4802954.856186422,2141238.4892946505,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,4150,2730,60.0,4802954.856186422,3658924.870576323,1017245.6915716137,10272188.624471162
3.0,0.0,3.0,2000,2850,112.0,4802954.856186422,2051482.2322742527,1017245.6915716137,5605166.105268096
2.0,1.0,3.0,1582,2600,94.0,4802954.856186422,411105.95406102965,1017245.6915716137,9385416.083075248
0.0,1.0,1.0,4070,1288,35.0,836270.3489777793,4396331.797372026,32271016.052699663,9385416.083075248
2.0,0.0,2.0,2000,1490,88.0,5063551.579976352,3073845.966364747,1017245.6915716137,4917108.310077017
2.0,0.0,2.0,1760,1669,79.0,4802954.856186422,2688846.059059772,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,3242,1899,83.0,4802954.856186422,2688846.059059772,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1950,2398,59.0,3861703.9736522343,4044821.1477292916,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,3600,1386,99.0,4802954.856186422,624436.8669998307,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,1800,1368,119.0,5063551.579976352,5419054.229409519,1017245.6915716137,9385416.083075248
60.0,0.0,60.0,12500,52980,90.0,3861703.9736522343,1593768.1236242838,14936873.340818262,8960340.83311872
4.0,0.0,4.0,2000,3680,116.0,5063551.579976352,2826500.752632177,14936873.340818262,6669013.842240822
1.0,0.0,1.0,5000,1496,80.0,4802954.856186422,374997.4832327893,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,3800,2000,43.0,836270.3489777793,399503.89884084417,1017245.6915716137,3748205.2976491596
2.0,0.0,2.0,2500,1886,97.0,3861703.9736522343,821355.0665904767,1017245.6915716137,3485652.1876102965
186.0,5.0,191.0,15564,207284,52.0,35225126.574949324,28853521.849385824,14936873.340818262,45219437.39519432
1.0,0.0,1.0,2079,860,92.0,4802954.856186422,183492.55276830532,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,2634,1504,93.0,5063551.579976352,5321808.938237579,1017245.6915716137,3237011.434335103
2.0,0.0,2.0,3146,1673,5.0,836270.3489777793,181967.1764551378,1017245.6915716137,467341.77133877523
1.0,0.0,1.0,2500,855,87.0,4802954.856186422,374997.4832327893,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,3100,1456,90.0,4802954.856186422,3658924.870576323,1017245.6915716137,7197867.78196626
2.0,0.0,2.0,2106,1696,117.0,5063551.579976352,4374883.979494905,1017245.6915716137,4690409.247198905
3.0,0.0,3.0,2700,3228,63.0,3861703.9736522343,4044821.1477292916,1017245.6915716137,8096569.671146394
2.0,0.0,2.0,2000,1200,68.0,4802954.856186422,276003.28862739983,1017245.6915716137,8960340.83311872
0.0,1.0,1.0,4502,9756,85.0,3861703.9736522343,3273104.198062806,32271016.052699663,73286092.40686004
1.0,0.0,1.0,2378,924,78.0,4802954.856186422,276003.28862739983,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2450,1568,95.0,3861703.9736522343,1893200.2006191276,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,4000,1560,94.0,4802954.856186422,3658924.870576323,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,16185,5200,30.0,836270.3489777793,381822.17178444215,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,2150,1317,17.0,836270.3489777793,173350.72877710586,1017245.6915716137,1053352.3425155885
3.0,0.0,3.0,2050,4225,119.0,5063551.579976352,3828102.6727800025,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,2500,1518,22.0,836270.3489777793,581745.5040940833,1017245.6915716137,3748205.2976491596
1.0,0.0,1.0,2200,880,79.0,4802954.856186422,4536793.06880105,1017245.6915716137,9199411.590265727
0.0,1.0,1.0,4500,4500,57.0,5063551.579976352,16200533.555790277,32271016.052699663,8960340.83311872
1.0,0.0,1.0,5280,810,92.0,4802954.856186422,154381.6040317292,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,2484,1304,54.0,836270.3489777793,426530.4478993629,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,4275,1100,69.0,4802954.856186422,1093383.352206826,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1763,1530,118.0,3861703.9736522343,3647632.645829967,1017245.6915716137,8096569.671146394
4.0,0.0,4.0,2000,3600,88.0,5063551.579976352,1990931.7424527043,14936873.340818262,9199411.590265727
2.0,0.0,2.0,2167,5679,3.0,5063551.579976352,8797102.931721237,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2500,1600,89.0,3861703.9736522343,952195.0945023171,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2650,1176,48.0,836270.3489777793,313299.56112378626,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,1900,2440,67.0,4802954.856186422,8720411.389921986,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,1842,1782,81.0,4802954.856186422,7688010.241048332,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,2185,1683,77.0,4802954.856186422,8720411.389921986,1017245.6915716137,3485652.1876102965
0.0,2.0,2.0,7532,112850,10.0,35225126.574949324,18890182.40240153,32271016.052699663,15639642.256123416
2.0,1.0,3.0,1210,2080,99.0,5063551.579976352,1924065.144958614,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2000,1580,78.0,4802954.856186422,864596.1995937392,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,7698,3089,16.0,3861703.9736522343,6476141.155196862,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,5000,2812,94.0,3861703.9736522343,4044821.1477292916,1017245.6915716137,4156933.960234159
1.0,0.0,1.0,1700,1150,19.0,836270.3489777793,313299.56112378626,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2970,1900,69.0,4802954.856186422,3792714.9696544283,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1842,1065,89.0,4802954.856186422,1093383.352206826,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2448,1200,97.0,4802954.856186422,374997.4832327893,1017245.6915716137,7197867.78196626
2.0,0.0,2.0,4000,2400,95.0,4802954.856186422,1805267.7243366921,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,1800,1767,72.0,4802954.856186422,505244.33740209386,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,2500,1602,93.0,3861703.9736522343,4044821.1477292916,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,3000,1185,95.0,4802954.856186422,276003.28862739983,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,3772,3130,13.0,836270.3489777793,291042.9652948394,1017245.6915716137,467341.77133877523
1.0,0.0,1.0,3000,2471,102.0,5063551.579976352,1776182.8458586042,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,8250,3168,67.0,4802954.856186422,224819.49781868354,1017245.6915716137,2468162.7594685624
8.0,0.0,8.0,1794,2646,86.0,5063551.579976352,2826500.752632177,14936873.340818262,6669013.842240822
3.0,0.0,3.0,3000,2272,89.0,5063551.579976352,3666398.2038272605,1017245.6915716137,7510504.63718403
2.0,0.0,2.0,4275,1880,49.0,836270.3489777793,265206.64544645796,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,3960,1048,87.0,836270.3489777793,226266.49387043092,1017245.6915716137,167142.56758774832
1.0,0.0,1.0,2000,1312,100.0,5063551.579976352,1299348.265118323,1017245.6915716137,7197867.78196626
2.0,0.0,2.0,2400,2352,92.0,4802954.856186422,589630.3988266988,1017245.6915716137,4502563.948733406
3.0,0.0,3.0,5000,2000,97.0,4802954.856186422,2435348.8512849095,1017245.6915716137,9001201.481971439
1.0,0.0,1.0,2000,1200,2.0,836270.3489777793,631575.6741298423,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,2500,2071,75.0,3861703.9736522343,3290884.5631477297,1017245.6915716137,7146171.931056228
1.0,0.0,1.0,4000,1260,74.0,4802954.856186422,417027.5676049989,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1274,1138,26.0,836270.3489777793,669747.3151651679,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,2079,1402,67.0,4802954.856186422,937231.2270737746,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,2270,1844,118.0,3861703.9736522343,1908618.879618677,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,3388,3364,42.0,4802954.856186422,1520276.6915333157,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,2275,2229,1.0,836270.3489777793,2400207.3691350175,1017245.6915716137,5770737.687805806
0.0,1.0,1.0,29050,4335,44.0,4802954.856186422,8720411.389921986,32271016.052699663,2468162.7594685624
2.0,0.0,2.0,2900,2208,67.0,4802954.856186422,2397110.102320395,1017245.6915716137,7197867.78196626
1.0,0.0,1.0,2000,1378,99.0,5063551.579976352,1299348.265118323,1017245.6915716137,5770737.687805806
4.0,0.0,4.0,2042,3305,55.0,4802954.856186422,2623205.607783122,14936873.340818262,5770737.687805806
2.0,0.0,2.0,1950,1556,99.0,5063551.579976352,1299348.265118323,1017245.6915716137,4706271.377821998
1.0,0.0,1.0,1320,2064,117.0,3861703.9736522343,9626537.89204008,1017245.6915716137,13833978.22534021
2.0,0.0,2.0,4000,2136,19.0,836270.3489777793,229046.85581260614,1017245.6915716137,8960340.83311872
4.0,0.0,4.0,2375,3116,93.0,5063551.579976352,1118861.5774170554,14936873.340818262,4690409.247198905
8.0,2.0,10.0,1875,7300,100.0,35225126.574949324,12074631.112251023,14936873.340818262,9385416.083075248
0.0,1.0,1.0,1323,600,27.0,35225126.574949324,11785791.360464076,32271016.052699663,8960340.83311872
2.0,0.0,2.0,2778,1856,88.0,4802954.856186422,3801467.7269542115,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1860,3547,8.0,836270.3489777793,1738815.7765090452,1017245.6915716137,4690409.247198905
2.0,0.0,2.0,1667,1785,97.0,5063551.579976352,2781265.286579693,1017245.6915716137,1437757.6132409582
2.0,0.0,2.0,2400,1944,92.0,4802954.856186422,2905274.889411583,1017245.6915716137,11149811.638535453
4.0,0.0,4.0,1735,2200,86.0,4802954.856186422,2688846.059059772,14936873.340818262,7510504.63718403
3.0,0.0,3.0,2450,2230,3.0,4802954.856186422,672928.7891992137,1017245.6915716137,13833978.22534021
1.0,0.0,1.0,4000,1222,63.0,4802954.856186422,1093383.352206826,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2500,1620,59.0,3861703.9736522343,5411514.810193475,1017245.6915716137,9385416.083075248
40.0,1.0,41.0,7501,32460,100.0,3861703.9736522343,6329559.179576731,14936873.340818262,9385416.083075248
2.0,0.0,2.0,2521,2560,84.0,4802954.856186422,3525347.0874369014,1017245.6915716137,8960340.83311872
0.0,1.0,1.0,4375,2160,77.0,4802954.856186422,4369043.0271755755,32271016.052699663,8960340.83311872
1.0,0.0,1.0,1607,3313,117.0,35225126.574949324,28853521.849385824,1017245.6915716137,2468162.7594685624
5.0,1.0,6.0,2450,4900,91.0,5063551.579976352,4374883.979494905,14936873.340818262,9385416.083075248
1.0,0.0,1.0,2375,1402,96.0,3861703.9736522343,1062647.4719546614,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,2000,1308,100.0,5063551.579976352,281349.6290683214,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2225,1638,78.0,5063551.579976352,829114.3498972016,1017245.6915716137,13833978.22534021
2.0,0.0,2.0,2900,2680,92.0,3861703.9736522343,1593768.1236242838,1017245.6915716137,8096569.671146394
2.0,0.0,2.0,2000,2128,100.0,4802954.856186422,672928.7891992137,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,4000,960,64.0,836270.3489777793,247185.63756474943,1017245.6915716137,9199411.590265727
8.0,0.0,8.0,2500,5000,97.0,5063551.579976352,8797102.931721237,14936873.340818262,8096569.671146394
1.0,0.0,1.0,5000,680,2.0,5063551.579976352,2048681.4632169483,14936873.340818262,8960340.83311872
2.0,0.0,2.0,1360,2448,11.0,5063551.579976352,1184787.7223096557,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,1800,2400,56.0,3861703.9736522343,561288.7498758736,1017245.6915716137,3485652.1876102965
0.0,8.0,8.0,970000,285471,61.0,5063551.579976352,3073845.966364747,32271016.052699663,5366444.865610001
2.0,0.0,2.0,2003,1508,94.0,5063551.579976352,1886526.231223137,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2000,1880,110.0,5063551.579976352,5321808.938237579,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2000,1607,109.0,35225126.574949324,51708919.26731523,14936873.340818262,9385416.083075248
6.0,0.0,6.0,2544,3744,85.0,5063551.579976352,2816145.8031774955,14936873.340818262,6669013.842240822
2.0,0.0,2.0,4000,9829,2.0,5063551.579976352,8797102.931721237,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1974,1160,91.0,5063551.579976352,585974.0009088849,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,3000,988,94.0,836270.3489777793,207110.8462204024,1017245.6915716137,7197867.78196626
2.0,1.0,3.0,2400,3300,68.0,4802954.856186422,3792714.9696544283,1017245.6915716137,7510504.63718403
2.0,0.0,2.0,5110,3400,93.0,5063551.579976352,5419054.229409519,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,3600,1158,69.0,4802954.856186422,374997.4832327893,1017245.6915716137,8960340.83311872
