RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,PROPERTY AGE,SALE PRICE_BOROUGH,SALE PRICE_NEIGHBORHOOD,SALE PRICE_TAX,SALE PRICE_BUILDING_CLASS
1.0,0.0,1.0,4720,2353,102.0,836270.3489777793,291042.9652948394,1017245.6915716137,5605166.105268096
3.0,0.0,3.0,2933,3540,13.0,4802954.856186422,1054866.1116490588,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,3800,1540,78.0,4802954.856186422,2397110.102320395,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,4663,1864,83.0,5063551.579976352,8465665.880754348,1017245.6915716137,7510504.63718403
1.0,0.0,1.0,6962,2000,24.0,4802954.856186422,4536793.06880105,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2254,1282,105.0,836270.3489777793,353660.7854871189,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2000,1504,85.0,4802954.856186422,2688846.059059772,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2683,2170,57.0,5063551.579976352,358254.7788704161,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2854,1384,83.0,4802954.856186422,490272.09492791106,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1670,2000,109.0,5063551.579976352,1299348.265118323,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,2000,1575,64.0,5063551.579976352,8465665.880754348,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,2400,2608,34.0,836270.3489777793,399503.89884084417,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2218,1280,99.0,4802954.856186422,672928.7891992137,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2375,1020,99.0,3861703.9736522343,221814.44087611348,1017245.6915716137,5770737.687805806
1.0,0.0,1.0,3125,2062,69.0,3861703.9736522343,952195.0945023171,1017245.6915716137,1053352.3425155885
2.0,0.0,2.0,1980,1584,85.0,4802954.856186422,4369043.0271755755,1017245.6915716137,9385416.083075248
4.0,1.0,5.0,1942,9106,96.0,35225126.574949324,125170395.97422905,14936873.340818262,45219437.39519432
3.0,0.0,3.0,2998,2980,15.0,4802954.856186422,2324084.2196704787,1017245.6915716137,5770737.687805806
2.0,0.0,2.0,2228,2300,109.0,4802954.856186422,2076252.8151531098,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2500,2380,89.0,3861703.9736522343,4044821.1477292916,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,9350,677,2.0,5063551.579976352,2251161.550310983,14936873.340818262,8960340.83311872
3.0,0.0,3.0,3333,2086,92.0,5063551.579976352,8062725.5905795805,1017245.6915716137,17222971.455350507
2.0,0.0,2.0,2500,1855,94.0,4802954.856186422,490272.09492791106,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,3242,1291,87.0,4802954.856186422,183724.9784801987,1017245.6915716137,21104247.57518568
1.0,0.0,1.0,10000,648,103.0,4802954.856186422,338458.77806244313,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1120,980,102.0,5063551.579976352,2816145.8031774955,1017245.6915716137,3485652.1876102965
0.0,2.0,2.0,7532,112850,10.0,35225126.574949324,18890182.40240153,32271016.052699663,15639642.256123416
2.0,0.0,2.0,3194,2912,94.0,5063551.579976352,5419054.229409519,1017245.6915716137,8960340.83311872
3.0,0.0,3.0,1428,2040,119.0,5063551.579976352,1538714.531011907,1017245.6915716137,9499686.195361389
1.0,0.0,1.0,2500,1163,95.0,3861703.9736522343,1593768.1236242838,1017245.6915716137,4156933.960234159
2.0,0.0,2.0,4455,2280,59.0,4802954.856186422,225464.37264503955,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,9350,1053,2.0,5063551.579976352,2251161.550310983,14936873.340818262,8960340.83311872
2.0,0.0,2.0,3348,2078,33.0,836270.3489777793,857268.291222945,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,29575,2872,121.0,836270.3489777793,164941.98785813747,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2000,2700,107.0,5063551.579976352,4046612.28240899,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2060,1420,43.0,836270.3489777793,298759.89043444046,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,2359,3744,119.0,3861703.9736522343,3350791.0755468938,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,4500,1356,64.0,836270.3489777793,229046.85581260614,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1751,1024,89.0,5063551.579976352,1678745.5627041536,1017245.6915716137,1502799.8878059827
0.0,2.0,2.0,7532,112850,9.0,35225126.574949324,18890182.40240153,32271016.052699663,15639642.256123416
2.0,0.0,2.0,2500,1950,19.0,3861703.9736522343,821355.0665904767,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,3565,3432,53.0,4802954.856186422,503373.9371805768,1017245.6915716137,5366444.865610001
2.0,0.0,2.0,5700,2088,98.0,836270.3489777793,353660.7854871189,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2500,972,96.0,5063551.579976352,1216756.2872842911,1017245.6915716137,2468162.7594685624
2.0,0.0,2.0,1887,1788,100.0,4802954.856186422,1066619.3996571056,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1783,1480,29.0,836270.3489777793,229046.85581260614,1017245.6915716137,7197867.78196626
2.0,0.0,2.0,3400,2282,99.0,836270.3489777793,556627.1705267628,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1800,1480,92.0,5063551.579976352,585974.0009088849,1017245.6915716137,2468162.7594685624
2.0,0.0,2.0,1992,1560,60.0,5063551.579976352,8465665.880754348,1017245.6915716137,8960340.83311872
3.0,0.0,3.0,2376,4510,16.0,4802954.856186422,2688846.059059772,1017245.6915716137,5770737.687805806
2.0,0.0,2.0,1725,1729,67.0,4802954.856186422,933329.6652131717,1017245.6915716137,14343022.73055073
1.0,0.0,1.0,5000,1970,93.0,3861703.9736522343,2586542.975325,1017245.6915716137,7510504.63718403
1.0,0.0,1.0,4000,3010,76.0,836270.3489777793,862780.7707986971,1017245.6915716137,167142.56758774832
50.0,0.0,50.0,15340,54096,89.0,4802954.856186422,3658924.870576323,14936873.340818262,8960340.83311872
1.0,0.0,1.0,2500,2305,33.0,836270.3489777793,857268.291222945,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,3600,1758,92.0,4802954.856186422,1919071.1449146804,1017245.6915716137,4502563.948733406
1.0,0.0,1.0,4000,1990,90.0,4802954.856186422,3658924.870576323,1017245.6915716137,8960340.83311872
4.0,0.0,4.0,2750,3510,87.0,5063551.579976352,1138899.9407762724,14936873.340818262,8280849.799597023
9.0,0.0,9.0,2500,7016,1.0,5063551.579976352,4374883.979494905,14936873.340818262,9385416.083075248
0.0,1.0,1.0,7718,772,6.0,35225126.574949324,7215161.320170985,32271016.052699663,8960340.83311872
1.0,0.0,1.0,3150,1260,58.0,5063551.579976352,8465665.880754348,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,2050,952,98.0,5063551.579976352,281349.6290683214,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1800,1092,84.0,5063551.579976352,532629.5229987261,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2000,812,93.0,4802954.856186422,225464.37264503955,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,2726,1458,48.0,836270.3489777793,229046.85581260614,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,1904,1266,79.0,4802954.856186422,2076252.8151531098,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,3853,751,109.0,35225126.574949324,9956176.666181272,14936873.340818262,8960340.83311872
2.0,0.0,2.0,2300,2846,60.0,4802954.856186422,338836.3118425646,1017245.6915716137,8960340.83311872
3.0,0.0,3.0,3500,2752,28.0,4802954.856186422,1805267.7243366921,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2800,2152,118.0,836270.3489777793,1701993.939526431,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2421,2200,18.0,836270.3489777793,1105004.1241107252,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,2487,1310,4.0,4802954.856186422,2397110.102320395,1017245.6915716137,7197867.78196626
1.0,0.0,1.0,1800,1332,16.0,5063551.579976352,1118861.5774170554,1017245.6915716137,8096569.671146394
2.0,0.0,2.0,2833,1872,63.0,5063551.579976352,8465665.880754348,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,1760,2239,93.0,4802954.856186422,2397110.102320395,1017245.6915716137,9880790.642804565
1.0,0.0,1.0,2000,1374,87.0,5063551.579976352,1299348.265118323,1017245.6915716137,4690409.247198905
4.0,0.0,4.0,2500,3567,86.0,5063551.579976352,1441377.9955674428,14936873.340818262,5605166.105268096
1.0,0.0,1.0,4000,1450,86.0,4802954.856186422,1520276.6915333157,1017245.6915716137,2468162.7594685624
1.0,1.0,2.0,3480,2100,71.0,4802954.856186422,854366.5569413753,1017245.6915716137,2468162.7594685624
2.0,0.0,2.0,1900,2400,90.0,4802954.856186422,2623205.607783122,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1920,912,89.0,4802954.856186422,503373.9371805768,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,4000,1377,74.0,4802954.856186422,224477.4231203304,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,3250,1950,8.0,4802954.856186422,989881.2327497865,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,2500,1700,114.0,5063551.579976352,556371.9275594271,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2375,3480,92.0,5063551.579976352,328181.12447833916,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,2000,2280,91.0,5063551.579976352,1099103.882624396,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,2000,2000,109.0,5063551.579976352,2580664.6535697053,1017245.6915716137,9385416.083075248
0.0,2.0,2.0,7532,112850,10.0,35225126.574949324,18890182.40240153,32271016.052699663,15639642.256123416
2.0,0.0,2.0,1592,2520,118.0,5063551.579976352,3705105.2094813124,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,2000,1260,82.0,4802954.856186422,3443878.576130942,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,4000,1816,68.0,4802954.856186422,411105.95406102965,1017245.6915716137,7197867.78196626
2.0,0.0,2.0,4020,1164,88.0,4802954.856186422,4536793.06880105,1017245.6915716137,8839384.08893964
1.0,0.0,1.0,12500,1101,102.0,5063551.579976352,14509589.678412216,14936873.340818262,5770737.687805806
2.0,0.0,2.0,2000,2772,121.0,5063551.579976352,3053182.964516212,1017245.6915716137,9385416.083075248
9.0,0.0,9.0,5000,1488,87.0,4802954.856186422,1726711.1196493353,14936873.340818262,7146171.931056228
0.0,1.0,1.0,2047,2000,87.0,5063551.579976352,16200533.555790277,32271016.052699663,8096569.671146394
2.0,0.0,2.0,2052,2290,11.0,836270.3489777793,181967.1764551378,1017245.6915716137,467341.77133877523
1.0,0.0,1.0,656,997,22.0,836270.3489777793,291042.9652948394,1017245.6915716137,5605166.105268096
2.0,1.0,3.0,2333,3175,85.0,4802954.856186422,235921.1381208223,32271016.052699663,4690409.247198905
3.0,0.0,3.0,3618,2640,16.0,4802954.856186422,13920692.44659235,1017245.6915716137,5605166.105268096
43.0,0.0,43.0,12789,59805,94.0,35225126.574949324,8329760.131624326,14936873.340818262,9385416.083075248
2.0,0.0,2.0,2000,2550,49.0,3861703.9736522343,2586542.975325,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1858,1364,117.0,3861703.9736522343,2864946.606665272,1017245.6915716137,8378411.299899098
2.0,0.0,2.0,3000,2184,100.0,5063551.579976352,1299348.265118323,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,3000,3200,115.0,5063551.579976352,1184787.7223096557,1017245.6915716137,1924544.175486551
1.0,0.0,1.0,10289,1194,28.0,4802954.856186422,4369043.0271755755,14936873.340818262,5770737.687805806
1.0,0.0,1.0,2578,1248,34.0,836270.3489777793,181967.1764551378,1017245.6915716137,4690409.247198905
3.0,0.0,3.0,2000,2900,119.0,5063551.579976352,1299348.265118323,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,6794,4941,2.0,836270.3489777793,340114.9777242734,1017245.6915716137,4706271.377821998
1.0,0.0,1.0,2538,1304,54.0,836270.3489777793,426530.4478993629,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2425,1344,93.0,5063551.579976352,5321808.938237579,1017245.6915716137,8096569.671146394
2.0,0.0,2.0,1887,2400,98.0,5063551.579976352,5419054.229409519,1017245.6915716137,8378411.299899098
1.0,0.0,1.0,2625,1528,104.0,836270.3489777793,313299.56112378626,1017245.6915716137,14343022.73055073
1.0,0.0,1.0,112960,823,57.0,35225126.574949324,9572696.052748907,14936873.340818262,9385416.083075248
1.0,0.0,1.0,1420,980,15.0,836270.3489777793,260437.39625521968,1017245.6915716137,7197867.78196626
2.0,1.0,3.0,2500,4500,56.0,5063551.579976352,1174102.5794138785,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2327,1792,39.0,836270.3489777793,181967.1764551378,1017245.6915716137,5605166.105268096
2.0,0.0,2.0,2100,2280,20.0,3861703.9736522343,7350014.047304599,1017245.6915716137,9385416.083075248
16.0,1.0,17.0,3523,15920,108.0,35225126.574949324,35308217.9656606,14936873.340818262,8960340.83311872
1.0,0.0,1.0,13513,3861,118.0,5063551.579976352,2580664.6535697053,1017245.6915716137,8378411.299899098
3.0,0.0,3.0,2217,3150,88.0,3861703.9736522343,861315.1810494018,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,63729,823,34.0,836270.3489777793,399503.89884084417,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,2375,1120,92.0,4802954.856186422,183492.55276830532,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,1598,1836,65.0,3861703.9736522343,952195.0945023171,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2500,1500,87.0,4802954.856186422,2011235.010806964,1017245.6915716137,5770737.687805806
6.0,0.0,6.0,1742,2940,89.0,3861703.9736522343,1908618.879618677,14936873.340818262,8960340.83311872
2.0,0.0,2.0,3105,2640,99.0,5063551.579976352,1886526.231223137,1017245.6915716137,7510504.63718403
2.0,0.0,2.0,5000,2675,47.0,3861703.9736522343,8627535.571201496,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,6135,1580,68.0,4802954.856186422,3658924.870576323,1017245.6915716137,5770737.687805806
2.0,0.0,2.0,1365,1560,109.0,5063551.579976352,4374883.979494905,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,1500,2700,117.0,5063551.579976352,1538714.531011907,1017245.6915716137,8378411.299899098
18.0,1.0,19.0,6000,16476,86.0,5063551.579976352,2496782.1618093983,14936873.340818262,6669013.842240822
0.0,1.0,1.0,9000,6400,14.0,836270.3489777793,508657.57120637345,32271016.052699663,9199411.590265727
1.0,0.0,1.0,1558,1904,86.0,4802954.856186422,224905.3363518097,1017245.6915716137,4690409.247198905
1.0,0.0,1.0,4097,1448,20.0,836270.3489777793,188459.38607581737,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,1710,1824,117.0,5063551.579976352,1561378.5384206239,1017245.6915716137,8378411.299899098
2.0,0.0,2.0,1823,2968,53.0,3861703.9736522343,5411514.810193475,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,1171,2142,106.0,3861703.9736522343,4291977.299326583,1017245.6915716137,1924544.175486551
1.0,0.0,1.0,1700,2142,129.0,5063551.579976352,1990931.7424527043,1017245.6915716137,9385416.083075248
0.0,1.0,1.0,5000,5000,14.0,4802954.856186422,535932.9023346939,32271016.052699663,192371.35871794692
3.0,0.0,3.0,2924,1293,89.0,3861703.9736522343,1893200.2006191276,1017245.6915716137,5770737.687805806
1.0,0.0,1.0,2000,1500,88.0,5063551.579976352,1299348.265118323,1017245.6915716137,4343821.370997797
1.0,0.0,1.0,15618,1992,57.0,836270.3489777793,314523.43121033435,1017245.6915716137,3748205.2976491596
1.0,0.0,1.0,3600,912,61.0,836270.3489777793,611898.4980538915,1017245.6915716137,8280849.799597023
1.0,0.0,1.0,4000,1020,57.0,4802954.856186422,162763.9806058052,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,1997,1120,94.0,4802954.856186422,1822764.4671913718,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,4000,3900,31.0,4802954.856186422,338458.77806244313,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2533,2240,59.0,5063551.579976352,8465665.880754348,1017245.6915716137,9385416.083075248
2.0,0.0,2.0,2500,2480,87.0,5063551.579976352,224439.51144337078,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,2500,2719,87.0,5063551.579976352,757179.1686118934,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,4000,1672,59.0,5063551.579976352,8549826.809133584,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,2700,2090,14.0,4802954.856186422,338458.77806244313,1017245.6915716137,9880790.642804565
2.0,0.0,2.0,2191,1708,85.0,5063551.579976352,709878.4400812393,1017245.6915716137,5770737.687805806
1.0,0.0,1.0,3564,1200,60.0,4802954.856186422,3658924.870576323,1017245.6915716137,1045349.3659971366
0.0,6.0,6.0,3500,8700,69.0,4802954.856186422,3658924.870576323,32271016.052699663,8960340.83311872
2.0,0.0,2.0,3267,2550,90.0,4802954.856186422,3792714.9696544283,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,2300,1320,61.0,5063551.579976352,585974.0009088849,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,2385,2340,117.0,3861703.9736522343,4125660.0651885346,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2461,1570,21.0,836270.3489777793,221385.81475382613,1017245.6915716137,7197867.78196626
1.0,0.0,1.0,2798,1782,67.0,3861703.9736522343,597153.3942525067,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,2000,1386,82.0,5063551.579976352,449760.0537765768,1017245.6915716137,2468162.7594685624
2.0,0.0,2.0,2760,2130,97.0,5063551.579976352,1135018.2353096704,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,3742,1669,114.0,4802954.856186422,672928.7891992137,1017245.6915716137,4343821.370997797
2.0,0.0,2.0,1567,1752,116.0,5063551.579976352,2826500.752632177,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2050,2012,93.0,5063551.579976352,3073845.966364747,1017245.6915716137,8378411.299899098
1.0,0.0,1.0,1462,1705,72.0,4802954.856186422,8720411.389921986,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,2055,1052,29.0,3861703.9736522343,3177357.106902266,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,4000,2274,66.0,4802954.856186422,183492.55276830532,1017245.6915716137,4690409.247198905
2.0,0.0,2.0,2500,1680,118.0,3861703.9736522343,2753418.9565427448,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,2500,1896,108.0,836270.3489777793,313299.56112378626,1017245.6915716137,9199411.590265727
1.0,0.0,1.0,2400,1568,88.0,4802954.856186422,374997.4832327893,1017245.6915716137,13833978.22534021
2.0,0.0,2.0,3150,2176,3.0,4802954.856186422,343899.16564980877,1017245.6915716137,29005226.100711856
1.0,0.0,1.0,5914,3000,11.0,4802954.856186422,1093383.352206826,1017245.6915716137,3748205.2976491596
1.0,0.0,1.0,2500,1224,54.0,836270.3489777793,399503.89884084417,1017245.6915716137,9385416.083075248
6.0,0.0,6.0,2583,5657,114.0,5063551.579976352,1538714.531011907,14936873.340818262,9385416.083075248
2.0,0.0,2.0,2500,1434,87.0,3861703.9736522343,1893200.2006191276,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,4000,1016,84.0,836270.3489777793,265206.64544645796,1017245.6915716137,8960340.83311872
3.0,0.0,3.0,6050,2464,60.0,4802954.856186422,1805267.7243366921,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,1937,1948,116.0,4802954.856186422,535932.9023346939,1017245.6915716137,5605166.105268096
0.0,2.0,2.0,7532,112850,10.0,35225126.574949324,18890182.40240153,32271016.052699663,15639642.256123416
2.0,0.0,2.0,2500,2328,117.0,3861703.9736522343,10686327.243538385,1017245.6915716137,5770737.687805806
2.0,0.0,2.0,1607,2862,108.0,3861703.9736522343,5411514.810193475,1017245.6915716137,8378411.299899098
1.0,0.0,1.0,2191,946,67.0,4802954.856186422,338836.3118425646,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,4500,3420,98.0,5063551.579976352,2093781.0712347392,1017245.6915716137,17222971.455350507
3.0,0.0,3.0,2550,2600,94.0,5063551.579976352,2093781.0712347392,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,745,2236,3.0,5063551.579976352,1118861.5774170554,1017245.6915716137,7197867.78196626
1.0,0.0,1.0,3510,1080,82.0,4802954.856186422,4536793.06880105,1017245.6915716137,5366444.865610001
1.0,0.0,1.0,2500,1440,78.0,3861703.9736522343,2586542.975325,1017245.6915716137,8378411.299899098
0.0,3.0,3.0,2115,3430,15.0,4802954.856186422,1822764.4671913718,32271016.052699663,9880790.642804565
1.0,0.0,1.0,2376,2026,15.0,836270.3489777793,1701993.939526431,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,1610,2610,108.0,3861703.9736522343,4125660.0651885346,1017245.6915716137,8096569.671146394
2.0,0.0,2.0,2000,1260,120.0,5063551.579976352,3828102.6727800025,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,59156,819,99.0,35225126.574949324,38877006.01438477,14936873.340818262,7197867.78196626
1.0,0.0,1.0,2400,1584,42.0,836270.3489777793,673481.5999680753,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,1540,1400,68.0,4802954.856186422,338836.3118425646,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,2135,1932,59.0,4802954.856186422,1066619.3996571056,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,3712,1550,1.0,836270.3489777793,313299.56112378626,1017245.6915716137,314469.7362044495
1.0,0.0,1.0,40397,674,2.0,4802954.856186422,3658924.870576323,14936873.340818262,9385416.083075248
1.0,0.0,1.0,831,831,57.0,836270.3489777793,258495.63690591935,14936873.340818262,9199411.590265727
2.0,0.0,2.0,2100,3780,102.0,5063551.579976352,2305684.538256483,1017245.6915716137,3485652.1876102965
3.0,0.0,3.0,1468,1680,11.0,4802954.856186422,989881.2327497865,1017245.6915716137,2468162.7594685624
2.0,0.0,2.0,2650,2180,88.0,4802954.856186422,2623205.607783122,1017245.6915716137,8960340.83311872
3.0,1.0,4.0,1800,3840,118.0,5063551.579976352,3705105.2094813124,14936873.340818262,8096569.671146394
2.0,1.0,3.0,2145,3600,90.0,5063551.579976352,757179.1686118934,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,1600,1152,78.0,5063551.579976352,1299348.265118323,1017245.6915716137,7197867.78196626
1.0,0.0,1.0,2548,3310,1.0,836270.3489777793,2400207.3691350175,1017245.6915716137,5770737.687805806
2.0,0.0,2.0,3180,2162,58.0,4802954.856186422,1805267.7243366921,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,5000,1479,97.0,3861703.9736522343,952195.0945023171,1017245.6915716137,29005226.100711856
3.0,0.0,3.0,2143,3259,13.0,3861703.9736522343,861315.1810494018,1017245.6915716137,5605166.105268096
1.0,0.0,1.0,1995,1388,77.0,3861703.9736522343,3435036.856810598,1017245.6915716137,8096569.671146394
1.0,0.0,1.0,59156,730,3.0,35225126.574949324,38877006.01438477,14936873.340818262,5366444.865610001
1.0,0.0,1.0,4000,1248,98.0,4802954.856186422,444835.05494488974,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,4000,1864,94.0,4802954.856186422,624436.8669998307,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,5195,880,62.0,836270.3489777793,448233.291161978,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,6000,2369,82.0,836270.3489777793,314469.41859761684,1017245.6915716137,5605166.105268096
3.0,0.0,3.0,3500,3012,89.0,5063551.579976352,1138899.9407762724,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,1903,3135,116.0,4802954.856186422,2076252.8151531098,1017245.6915716137,5770737.687805806
1.0,0.0,1.0,4000,1848,89.0,4802954.856186422,276003.28862739983,1017245.6915716137,9385416.083075248
3.0,0.0,3.0,1500,1400,107.0,5063551.579976352,4752688.856480637,1017245.6915716137,1924544.175486551
2.0,0.0,2.0,2000,2048,94.0,5063551.579976352,3073845.966364747,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,1665,3000,5.0,35225126.574949324,5530993.00290679,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,4000,2624,77.0,4802954.856186422,239275.57368842905,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,2000,1925,74.0,4802954.856186422,624436.8669998307,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,1600,1024,73.0,4802954.856186422,353418.7893136381,1017245.6915716137,4343821.370997797
1.0,0.0,1.0,2632,1332,48.0,836270.3489777793,399503.89884084417,1017245.6915716137,8960340.83311872
2.0,0.0,2.0,1743,3260,118.0,5063551.579976352,1990931.7424527043,1017245.6915716137,8378411.299899098
1.0,0.0,1.0,2600,896,68.0,5063551.579976352,8465665.880754348,1017245.6915716137,8378411.299899098
2.0,0.0,2.0,4000,1888,97.0,5063551.579976352,742826.2949783691,1017245.6915716137,3485652.1876102965
1.0,0.0,1.0,72099,1477,4.0,35225126.574949324,35308217.9656606,14936873.340818262,8960340.83311872
2.0,0.0,2.0,2300,1800,2.0,836270.3489777793,260437.39625521968,1017245.6915716137,3748205.2976491596
1.0,0.0,1.0,4032,1086,65.0,4802954.856186422,1805267.7243366921,1017245.6915716137,9385416.083075248
1.0,0.0,1.0,3200,1320,92.0,4802954.856186422,374997.4832327893,1017245.6915716137,13833978.22534021
1.0,0.0,1.0,1800,1566,96.0,4802954.856186422,198422.37483643965,1017245.6915716137,11149811.638535453
1.0,0.0,1.0,2000,1348,91.0,5063551.579976352,742826.2949783691,1017245.6915716137,2468162.7594685624
1.0,0.0,1.0,1880,1184,93.0,5063551.579976352,5321808.938237579,1017245.6915716137,7698658.817626981
1.0,0.0,1.0,2565,1600,16.0,836270.3489777793,188459.38607581737,1017245.6915716137,9385416.083075248
6.0,0.0,6.0,2742,5600,87.0,4802954.856186422,2076252.8151531098,14936873.340818262,3748205.2976491596
2.0,0.0,2.0,2046,1917,86.0,5063551.579976352,4489832.121254077,1017245.6915716137,3485652.1876102965
2.0,0.0,2.0,6680,2348,90.0,4802954.856186422,3658924.870576323,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,1692,1674,62.0,3861703.9736522343,597153.3942525067,1017245.6915716137,8378411.299899098
2.0,0.0,2.0,3127,4240,14.0,5063551.579976352,556371.9275594271,1017245.6915716137,8096569.671146394
11.0,0.0,11.0,5717,15443,104.0,3861703.9736522343,4125660.0651885346,14936873.340818262,8096569.671146394
1.0,0.0,1.0,3977,774,69.0,4802954.856186422,444835.05494488974,1017245.6915716137,9385416.083075248
0.0,1.0,1.0,10000,75000,117.0,5063551.579976352,17759273.28356635,32271016.052699663,11149811.638535453
2.0,0.0,2.0,4500,2488,49.0,836270.3489777793,857268.291222945,1017245.6915716137,9199411.590265727
2.0,0.0,2.0,2225,1440,108.0,5063551.579976352,1538714.531011907,1017245.6915716137,8378411.299899098
1.0,0.0,1.0,11675,4545,84.0,4802954.856186422,864596.1995937392,1017245.6915716137,8960340.83311872
1.0,0.0,1.0,3125,1545,97.0,4802954.856186422,2435348.8512849095,1017245.6915716137,1371018.959418222
0.0,1.0,1.0,2779,300,108.0,3861703.9736522343,3177357.106902266,32271016.052699663,8096569.671146394
1.0,0.0,1.0,7744,938,7.0,35225126.574949324,39766358.2471985,14936873.340818262,8960340.83311872
1.0,0.0,1.0,1229,1206,12.0,3861703.9736522343,2586542.975325,1017245.6915716137,9385416.083075248
